transaction_id,date,description,amount,true_category
T00732,2023-03-18,PARKING METER #475 CHICAGO IL  ,9.1,Transport
T01916,2023-07-01,UBER *TRIP NY NY,15.62,Transport
T01367,2023-08-18,AMZN MKTP US*7954 AMZN.COM/BILL WA,29.54,Shopping
T01836,2023-10-28,ALDI 27834 NY NY,114.1,Groceries
T01444,2023-11-23,netflix.com 41,88.05,Entertainment
T01479,2023-07-14,DART RAIL BOSTON MA,32.49,Transport
T01516,2023-04-14,76 - 1134 SEATTLE WA,71.07,Gas
T01849,2023-03-23,SQ *BLUE BOTTLE 05573 SEATTLE WA,3.96,Coffee
T00432,2023-03-08,TST* OLIVE & VINE NY NY,56.08,Restaurants
T01401,2023-07-08,DOORDASH*MCDONALDS,54.04,Restaurants
T00716,2023-06-24,UBER* EATS HELP.UBER.COM,55.76,Transport
T00898,2023-06-11,UBER *TRIP BOSTON MA,7.34,Transport
T01166,2023-06-21,ATT*BILL PAYMENT 1776,249.17,Utilities
T01037,2023-12-21,comcast cable comm 66,152.39,Utilities
T01032,2023-03-05,COMCAST CABLE COMM 9638,307.93,Utilities
T01924,2023-11-02,CITY OF DALLAS WATER UT,261.34,Utilities
T00954,2023-02-22,TRADER JOE'S #56,103.53,Groceries
T01405,2023-06-10,CHEVRON 53,74.74,Gas
T01741,2023-07-28,COMCAST CABLE COMM 766,252.38,Utilities
T01605,2023-06-19,TST* THE CORNER DINER,129.15,Restaurants
T01136,2023-08-11,MTA*NYCT PAYGO DALLAS TX,47.98,Transport
T00544,2023-08-24,DUNKIN #6450 DENVER CO,9.28,Coffee
T00092,2023-11-17,STARBUCKS STORE 4632,11.32,Coffee
T01997,2023-05-15,ALDI 48395 OAKLAND CA,115.37,Groceries
T01754,2023-09-08,SQ *THE BOOK NOOK OAKLAND CA,304.47,Shopping
T00386,2023-02-15,exxonmobil 30 seattle wa,86.97,Gas
T01123,2023-06-25,WHOLEFDS MKT 197 AUSTIN TX  ,127.05,Groceries
T00112,2023-09-07,VERIZON WIRELESS 42,279.05,Utilities
T01488,2023-05-19,REGAL CINEMAS 603 OAKLAND CA,40.2,Entertainment
T01494,2023-03-22,EXXONMOBIL 196 DALLAS TX,67.71,Gas
T00814,2023-12-03,SAFEWAY #43 OAKLAND CA,22.66,Groceries
T00747,2023-09-29,ATT*BILL PAYMENT 7607,224.96,Utilities
T00276,2023-07-30,AMC ONLINE #79  ,50.71,Entertainment
T00202,2023-02-07,WALMART SUPERCENTER #28124,72.06,Shopping
T01542,2023-09-16,TARGET 5030 MIAMI FL,451.47,Shopping
T01383,2023-05-01,ONCOR ELECTRIC DELIVERY,298.86,Utilities
T00058,2023-03-04,ATT*BILL PAYMENT 823,287.3,Utilities
T00306,2023-09-05,POS DEBIT H-E-B #356,57.41,Groceries
T00268,2023-07-23,TST* THE CORNER DINER,102.08,Restaurants
T00498,2023-10-03,SQ *THE COMEDY CLUB CHICAGO IL,17.76,Entertainment
T01926,2023-10-22,SQ *BLUE BOTTLE 9890 AUSTIN TX,8.75,Coffee
T01144,2023-08-01,CVS/PHARMACY #5 BOSTON MA,137.89,Health
T01187,2023-02-12,SPOTIFY USA 27,59.4,Entertainment
T01882,2023-06-03,SPOTIFY USA 32,69.55,Entertainment
T01631,2023-11-10,DART RAIL DENVER CO,60.78,Transport
T01753,2023-10-09,LA FITNESS 8 CHICAGO IL,123.69,Health
T01787,2023-09-03,ONCOR ELECTRIC DELIVERY,273.87,Utilities
T01638,2023-06-23,DART RAIL DENVER CO,37.71,Transport
T00231,2023-06-02,PARKING METER #4331 NY NY,19.58,Transport
T01473,2023-11-01,WALMART SUPERCENTER #7285,276.21,Shopping
T01020,2023-08-16,TARGET 384 OAKLAND CA,350.35,Shopping
T01080,2023-05-31,POS DEBIT BP#31,61.36,Gas
T01556,2023-09-06,WALMART  SUPERCENTER #6875,55.73,Shopping
T00960,2023-01-05,MTA*NYCT PAYGO CHICAGO IL,20.34,Transport
T01221,2023-11-02,ONCOR ELECTRIC DELIVERY,157.69,Utilities
T01366,2023-07-24,DUNKIN #4286 MIAMI FL,6.98,Coffee
T00505,2023-11-29,GRUBHUB*THAI BASIL DENVER CO,17.11,Restaurants
T00679,2023-02-05,netflix.com 42647,86.29,Entertainment
T00114,2023-05-31,KROGER 710 OAKLAND CA  ,178.21,Groceries
T00332,2023-05-21,netflix.com 26518,84.35,Entertainment
T00144,2023-12-10,POS DEBIT H-E-B #2131,130.15,Groceries
T00902,2023-07-19,REGAL  CINEMAS 6627 CHICAGO IL,51.14,Entertainment
T00358,2023-12-22,WALGREENS #006,96.61,Health
T01592,2023-03-03,WALGREENS #3976,208.41,Health
T00383,2023-12-22,chevron 83789,92.81,Gas
T00006,2023-05-29,POS DEBIT QUEST DIAGNOSTIC  ,66.97,Health
T00899,2023-10-22,ATT*BILL PAYMENT 08056,211.4,Utilities
T01193,2023-11-21,POS DEBIT H-E-B #34446,190.74,Groceries
T01237,2023-03-17,CITY OF DALLAS WATER UT,69.73,Utilities
T00916,2023-03-04,ONCOR ELECTRIC DELIVERY,169.42,Utilities
T00370,2023-10-21,SPOTIFY USA 42,10.25,Entertainment
T00239,2023-05-29,POS DEBIT BP#956,38.04,Gas
T01604,2023-07-15,UBER *TRIP PHX AZ,2.98,Transport
T01466,2023-09-14,STEAMGAMES.COM 700 WA,87.72,Entertainment
T01252,2023-06-20,REGAL CINEMAS 3909 SEATTLE WA,20.0,Entertainment
T01021,2023-05-28,LYFT *RIDE THU 4PM,28.14,Transport
T01862,2023-03-14,SQ *BLUE BOTTLE 68718 NY NY,10.93,Coffee
T00520,2023-02-12,CITY OF DALLAS WATER UT,98.94,Utilities
T00535,2023-06-23,SQ *CITY DENTAL PHX AZ,70.82,Health
T00682,2023-09-19,MTA*NYCT PAYGO AUSTIN TX,40.52,Transport
T01688,2023-09-10,76 - 5291 MIAMI FL  ,78.59,Gas
T00041,2023-03-07,POS DEBIT H-E-B #558,45.36,Groceries
T00507,2023-06-26,ALDI 6165 BOSTON MA,182.53,Groceries
T00594,2023-12-03,REGAL CINEMAS 13644 DALLAS TX,48.39,Entertainment
T00806,2023-06-25,LA FITNESS 26467 DENVER CO,75.42,Health
T00331,2023-08-14,SQ  *BLUE BOTTLE 80 OAKLAND CA,10.72,Coffee
T00449,2023-07-30,SPOTIFY USA 47002,47.0,Entertainment
T01881,2023-12-05,SQ  *LOCAL GROUNDS NY NY,7.15,Coffee
T01524,2023-03-21,UBER *TRIP DALLAS TX,10.06,Transport
T01748,2023-11-10,RITE AID #36506 PHX AZ,174.78,Health
T01995,2023-07-26,pos debit quest diagnostic,153.86,Health
T01321,2023-01-20,TST* PHILZ COFFEE BOSTON MA,8.14,Coffee
T01485,2023-09-02,TRADER JOE'S #997,171.14,Groceries
T01002,2023-09-17,UBER *TRIP MIAMI FL,17.92,Transport
T00251,2023-04-22,DUNKIN #88181 OAKLAND CA,10.35,Coffee
T00856,2023-12-03,POS DEBIT QUEST DIAGNOSTIC,47.82,Health
T00547,2023-04-03,STEAMGAMES.COM 429 WA,29.49,Entertainment
T00631,2023-08-13,att*bill payment 775,297.54,Utilities
T01139,2023-11-27,VERIZON WIRELESS 71,160.13,Utilities
T00656,2023-11-18,CHIPOTLE 7849 OAKLAND CA,73.63,Restaurants
T00417,2023-06-04,ETSY.COM - SELLER6943,110.99,Shopping
T01107,2023-01-03,AMZN  MKTP US*86019 AMZN.COM/BILL WA,360.63,Shopping
T01183,2023-07-23,SAFEWAY  #61405 AUSTIN TX,165.01,Groceries
T00501,2023-05-29,REGAL CINEMAS 374 NY NY,55.53,Entertainment
T01439,2023-01-26,ONCOR ELECTRIC DELIVERY,161.57,Utilities
T01866,2023-05-11,STEAMGAMES.COM 971 WA,37.15,Entertainment
T01338,2023-03-06,SQ *THE COMEDY CLUB NY NY,75.45,Entertainment
T00666,2023-03-02,LYFT *RIDE THU 4PM,29.79,Transport
T00342,2023-11-01,ETSY.COM  - SELLER30,243.8,Shopping
T01828,2023-12-02,POS DEBIT QUEST DIAGNOSTIC,54.31,Health
T00295,2023-06-20,SQ *THE COMEDY CLUB DALLAS TX,85.7,Entertainment
T01128,2023-05-20,TRADER JOE'S #98399,97.17,Groceries
T01719,2023-10-29,ONCOR ELECTRIC DELIVERY,152.84,Utilities
T02000,2023-10-25,SQ *THE COMEDY CLUB NY NY,65.19,Entertainment
T00621,2023-06-24,SQ *LOCAL GROUNDS BOSTON MA,5.03,Coffee
T01312,2023-05-24,SQ *CITY DENTAL MIAMI FL,165.47,Health
T00155,2023-07-01,CHEVRON 69806,71.76,Gas
T01199,2023-07-30,VERIZON  WIRELESS 1625,39.52,Utilities
T01973,2023-01-15,WALGREENS #65,89.61,Health
T01985,2023-07-14,COMCAST CABLE COMM 552,159.3,Utilities
T00875,2023-04-06,KROGER 5143 DENVER CO,69.34,Groceries
T01869,2023-06-06,UBER* EATS HELP.UBER.COM,13.8,Transport
T00207,2023-10-10,TRADER JOE'S #1215,85.63,Groceries
T00351,2023-02-09,TST* PHILZ COFFEE CHICAGO IL,8.19,Coffee
T00844,2023-03-28,SQ *BLUE BOTTLE 928 DENVER CO,9.31,Coffee
T01876,2023-10-02,TST* OLIVE & VINE AUSTIN TX,113.26,Restaurants
T00439,2023-02-23,VERIZON WIRELESS 84,72.72,Utilities
T01260,2023-12-14,TST* THE CORNER DINER,124.27,Restaurants
T01161,2023-11-06,DART RAIL DALLAS TX  ,42.47,Transport
T01181,2023-03-21,ETSY.COM - SELLER79,272.7,Shopping
T00318,2023-04-23,steamgames.com 54477 wa,53.49,Entertainment
T00354,2023-05-19,SHELL OIL 29427 NY NY,75.42,Gas
T01913,2023-05-29,SQ *LOCAL GROUNDS CHICAGO IL,5.52,Coffee
T01819,2023-08-02,SHELL OIL 245 CHICAGO IL,75.45,Gas
T00060,2023-11-23,TXU ENERGY PAYMENT,102.99,Utilities
T00382,2023-06-15,ALDI 1188 MIAMI FL,84.0,Groceries
T01194,2023-03-27,REGAL CINEMAS 4 NY NY,51.87,Entertainment
T01343,2023-06-22,COMCAST CABLE COMM 2088,115.68,Utilities
T01157,2023-12-23,ATT*BILL PAYMENT 847,67.24,Utilities
T00445,2023-03-29,DART RAIL OAKLAND CA,43.79,Transport
T01492,2023-04-20,AMZN MKTP US*44883 AMZN.COM/BILL WA,368.07,Shopping
T01469,2023-01-21,POS DEBIT H-E-B #56,96.67,Groceries
T01613,2023-08-15,POS DEBIT H-E-B #30,166.36,Groceries
T00908,2023-07-04,CIRCLE K # 68113,65.77,Gas
T00407,2023-01-11,PEETS COFFEE #3892 DENVER CO,11.07,Coffee
T00441,2023-04-17,WALGREENS #6713  ,134.09,Health
T01408,2023-11-08,trader joe's #746,24.12,Groceries
T00937,2023-12-11,SQ *LOCAL GROUNDS PHX AZ,11.11,Coffee
T00130,2023-08-01,POS DEBIT BP#48629,35.82,Gas
T00360,2023-09-24,COMCAST CABLE COMM 18  ,98.65,Utilities
T00961,2023-01-28,SQ *CITY DENTAL BOSTON MA,149.86,Health
T01738,2023-09-02,rite aid #18 boston ma,200.13,Health
T00248,2023-10-16,SQ *TAQUERIA EL SOL BOSTON MA,22.0,Restaurants
T00901,2023-10-06,UBER *TRIP MIAMI FL,14.92,Transport
T01472,2023-05-06,CHIPOTLE 42 DENVER CO,74.92,Restaurants
T00373,2023-08-03,BEST  BUY #72179 OAKLAND CA,188.78,Shopping
T01126,2023-03-08,KROGER 68650 DALLAS TX,157.82,Groceries
T00109,2023-11-30,TST* PHILZ COFFEE MIAMI FL,10.13,Coffee
T00804,2023-04-02,SHELL OIL 94 AUSTIN TX,26.87,Gas
T00210,2023-10-25,TARGET 8740 BOSTON MA,287.33,Shopping
T01495,2023-06-05,PARKING METER #85654 CHICAGO IL,18.56,Transport
T00494,2023-05-26,TRADER JOE'S #43365,63.08,Groceries
T01135,2023-04-23,POS DEBIT H-E-B #85698,182.45,Groceries
T01347,2023-01-25,CITY OF DALLAS WATER UT,170.66,Utilities
T00784,2023-10-14,CITY OF DALLAS WATER UT,263.68,Utilities
T00929,2023-04-30,AMZN MKTP US*7615 AMZN.COM/BILL WA,200.34,Shopping
T01520,2023-02-16,CHEVRON 62,39.72,Gas
T01372,2023-03-22,SQ *BLUE BOTTLE 96 BOSTON MA,7.36,Coffee
T01901,2023-05-18,SQ  *THE BOOK NOOK PHX AZ,202.92,Shopping
T01673,2023-01-31,AMZN MKTP US*51062 AMZN.COM/BILL WA,179.71,Shopping
T01047,2023-06-19,LYFT *RIDE THU 4PM  ,24.43,Transport
T01728,2023-06-24,SPOTIFY USA 49  ,21.34,Entertainment
T01267,2023-04-23,SHELL OIL 2337 MIAMI FL,30.65,Gas
T00292,2023-05-05,ONCOR ELECTRIC DELIVERY,188.87,Utilities
T01989,2023-07-19,CHIPOTLE 89 OAKLAND CA,123.08,Restaurants
T00067,2023-04-19,SQ *BLUE BOTTLE 17786 DALLAS TX  ,6.41,Coffee
T01170,2023-02-19,BEST BUY #322 SEATTLE WA,339.65,Shopping
T00317,2023-09-16,TST* PHILZ COFFEE NY NY,11.67,Coffee
T00777,2023-01-15,NETFLIX.COM 6834,60.16,Entertainment
T00278,2023-07-01,SHELL OIL 67 NY NY,61.85,Gas
T00991,2023-04-01,safeway #83755 austin tx,153.35,Groceries
T01956,2023-11-19,SQ *BLUE BOTTLE 69181 PHX AZ,3.72,Coffee
T01286,2023-06-30,SQ *CITY DENTAL BOSTON MA  ,173.98,Health
T01152,2023-11-22,CITY OF DALLAS WATER UT,148.83,Utilities
T00744,2023-01-07,PEETS COFFEE #62818 DENVER CO,3.75,Coffee
T01951,2023-06-10,TST* OLIVE & VINE DALLAS TX,115.33,Restaurants
T00534,2023-05-12,ALDI 64 SEATTLE WA,179.6,Groceries
T00658,2023-01-16,PARKING METER #26 SEATTLE WA  ,11.41,Transport
T00951,2023-01-28,ONCOR ELECTRIC DELIVERY,298.67,Utilities
T00984,2023-07-26,POS DEBIT QUEST DIAGNOSTIC,205.78,Health
T00717,2023-04-08,KROGER 3327 BOSTON MA  ,93.75,Groceries
T00371,2023-04-20,VERIZON WIRELESS 65028,82.52,Utilities
T01612,2023-04-05,CVS/PHARMACY #62759 AUSTIN TX,218.27,Health
T00363,2023-10-27,MTA*NYCT PAYGO AUSTIN TX,10.58,Transport
T00934,2023-10-12,CIRCLE K # 38,83.13,Gas
T01363,2023-12-05,comcast cable comm 4053,297.99,Utilities
T01944,2023-08-09,CHEVRON 23,79.34,Gas
T01880,2023-04-30,SQ *LOCAL GROUNDS CHICAGO IL,10.4,Coffee
T01063,2023-09-02,DUNKIN #5060 CHICAGO IL,9.36,Coffee
T00828,2023-06-10,WALGREENS #92  ,234.13,Health
T00966,2023-10-12,ATT*BILL PAYMENT 24149  ,133.42,Utilities
T01912,2023-04-09,STARBUCKS STORE 30025,4.68,Coffee
T00339,2023-07-16,txu energy payment,68.87,Utilities
T01091,2023-09-30,WHOLEFDS MKT 325 DALLAS TX,166.97,Groceries
T00050,2023-11-16,RITE AID #372 AUSTIN TX,240.19,Health
T00707,2023-07-12,DUNKIN  #973 AUSTIN TX,8.44,Coffee
T00949,2023-02-08,CHIPOTLE 73 NY NY,66.25,Restaurants
T01133,2023-06-16,MTA*NYCT PAYGO DALLAS TX,40.52,Transport
T01470,2023-10-24,dart rail austin tx,18.54,Transport
T01842,2023-05-24,SQ *BLUE BOTTLE 38 CHICAGO IL,11.99,Coffee
T00328,2023-02-17,TXU ENERGY PAYMENT,35.68,Utilities
T01003,2023-04-10,PEETS COFFEE #09 MIAMI FL,6.59,Coffee
T00538,2023-09-01,TARGET 1523 SEATTLE WA  ,447.62,Shopping
T01892,2023-11-21,CHEVRON 66,54.55,Gas
T00502,2023-11-11,POS DEBIT BP#50  ,41.72,Gas
T01795,2023-06-25,TRADER JOE'S #21706  ,109.22,Groceries
T00185,2023-05-30,NETFLIX.COM 63,66.36,Entertainment
T00017,2023-06-07,SQ *CITY DENTAL DENVER CO  ,242.27,Health
T01765,2023-12-24,peets coffee #57958 seattle wa,3.7,Coffee
T00773,2023-07-12,CHEVRON 7776,66.35,Gas
T00121,2023-12-14,AMC ONLINE #621,58.15,Entertainment
T00190,2023-01-19,REGAL CINEMAS 830 AUSTIN TX,85.26,Entertainment
T01279,2023-08-31,WHOLEFDS  MKT 19 BOSTON MA,56.88,Groceries
T00625,2023-10-13,ETSY.COM - SELLER440,157.86,Shopping
T01284,2023-11-30,TST* PHILZ COFFEE OAKLAND CA,3.31,Coffee
T00015,2023-05-15,SAFEWAY #20730 OAKLAND CA,194.55,Groceries
T01322,2023-05-16,WALMART SUPERCENTER #4104,319.89,Shopping
T01723,2023-06-15,KROGER 98179 NY NY,111.2,Groceries
T00294,2023-05-07,POS DEBIT BP#6899,50.28,Gas
T01243,2023-03-26,CHIPOTLE 59301 MIAMI FL,47.56,Restaurants
T00410,2023-03-11,SQ *THE COMEDY CLUB AUSTIN TX,48.57,Entertainment
T00259,2023-01-29,TST* THE CORNER DINER,108.56,Restaurants
T00129,2023-10-03,TRADER  JOE'S #04,63.13,Groceries
T01713,2023-09-08,ALDI 32 NY NY,176.48,Groceries
T00390,2023-06-25,NETFLIX.COM 37,14.8,Entertainment
T00274,2023-12-09,CHEVRON 24123  ,84.27,Gas
T01510,2023-04-08,ALDI 817 PHX AZ,140.06,Groceries
T00217,2023-03-23,ATT*BILL PAYMENT 833,87.2,Utilities
T01672,2023-08-25,PARKING METER #49 PHX AZ,35.34,Transport
T01655,2023-05-09,POS DEBIT BP#9855,40.28,Gas
T01113,2023-05-07,CIRCLE K # 255,94.6,Gas
T01450,2023-12-31,UBER *TRIP SEATTLE WA,40.52,Transport
T00355,2023-01-24,ALDI 1956 DALLAS TX,120.73,Groceries
T01667,2023-06-09,SPOTIFY USA 64291,34.44,Entertainment
T01650,2023-02-11,UBER* EATS HELP.UBER.COM,14.57,Transport
T00448,2023-10-19,TRADER JOE'S #20,113.95,Groceries
T01077,2023-04-03,NETFLIX.COM 96,56.32,Entertainment
T00143,2023-08-10,WALMART  SUPERCENTER #703,48.29,Shopping
T00429,2023-03-28,AMC ONLINE #320,23.59,Entertainment
T01858,2023-08-17,SQ *LOCAL GROUNDS OAKLAND CA,6.07,Coffee
T00756,2023-11-27,TST* PHILZ COFFEE DENVER CO,6.99,Coffee
T01883,2023-09-30,ATT*BILL PAYMENT 20  ,138.0,Utilities
T01442,2023-03-16,RITE AID #32588 AUSTIN TX,41.51,Health
T01513,2023-03-19,PEETS COFFEE #0104 OAKLAND CA  ,5.9,Coffee
T01056,2023-12-21,REGAL CINEMAS 85 BOSTON MA,47.32,Entertainment
T01969,2023-08-26,TST* THE CORNER DINER,130.74,Restaurants
T00751,2023-04-26,GRUBHUB*THAI BASIL PHX AZ,101.96,Restaurants
T01919,2023-11-26,CVS/PHARMACY #246 NY NY,43.68,Health
T01922,2023-02-24,CVS/PHARMACY #23 OAKLAND CA,17.35,Health
T01530,2023-10-02,KROGER 14 DENVER CO,190.51,Groceries
T01953,2023-12-08,POS DEBIT QUEST DIAGNOSTIC,10.24,Health
T00847,2023-05-25,ETSY.COM - SELLER50079,291.24,Shopping
T01950,2023-02-07,POS DEBIT BP#1531,53.48,Gas
T00600,2023-04-22,WALMART  SUPERCENTER #238,196.7,Shopping
T01474,2023-07-05,STARBUCKS STORE 534,6.34,Coffee
T00904,2023-08-05,SHELL OIL 69 NY NY,46.28,Gas
T01616,2023-01-13,EXXONMOBIL 28 NY NY,75.48,Gas
T01306,2023-04-10,WALGREENS #56,101.93,Health
T00920,2023-10-20,SQ *LOCAL GROUNDS AUSTIN TX,9.36,Coffee
T00867,2023-07-03,SHELL OIL 8042 CHICAGO IL,67.25,Gas
T00455,2023-10-09,AMC ONLINE #63,9.01,Entertainment
T01414,2023-11-25,ETSY.COM - SELLER34674,179.63,Shopping
T01742,2023-10-15,CHEVRON 8145,54.21,Gas
T01024,2023-03-30,KROGER 24 DALLAS TX,40.74,Groceries
T00296,2023-12-22,CITY  OF DALLAS WATER UT,123.18,Utilities
T01005,2023-03-24,netflix.com 70,74.92,Entertainment
T01468,2023-10-03,TXU ENERGY PAYMENT,277.92,Utilities
T01270,2023-11-18,TARGET 72651 CHICAGO IL,148.34,Shopping
T01202,2023-09-17,SAFEWAY #54124 OAKLAND CA,175.35,Groceries
T00791,2023-03-16,WHOLEFDS MKT 601 DALLAS TX,21.0,Groceries
T01938,2023-03-05,WALGREENS #6045,163.63,Health
T01264,2023-08-21,RITE AID #310 CHICAGO IL  ,83.68,Health
T01967,2023-03-14,POS DEBIT QUEST DIAGNOSTIC,90.76,Health
T01065,2023-03-23,STARBUCKS STORE 95341,8.93,Coffee
T01961,2023-02-04,REGAL CINEMAS 50393 DALLAS TX,84.33,Entertainment
T00583,2023-02-05,POS DEBIT QUEST DIAGNOSTIC,148.63,Health
T00622,2023-11-17,VERIZON WIRELESS 089,203.42,Utilities
T00582,2023-04-06,REGAL CINEMAS 73272 BOSTON MA,21.94,Entertainment
T00206,2023-10-22,WHOLEFDS MKT 6523 BOSTON MA,98.93,Groceries
T01397,2023-06-12,TRADER JOE'S #49454,186.92,Groceries
T00374,2023-10-06,TST* THE CORNER DINER,57.97,Restaurants
T01512,2023-08-10,UBER *TRIP DENVER CO,45.63,Transport
T01138,2023-04-01,GRUBHUB*THAI BASIL CHICAGO IL  ,32.85,Restaurants
T00872,2023-02-25,GRUBHUB*THAI BASIL BOSTON MA  ,17.77,Restaurants
T01297,2023-06-19,TRADER JOE'S #1653,138.31,Groceries
T01298,2023-05-28,STARBUCKS STORE 4118  ,10.84,Coffee
T00418,2023-07-11,SQ *CITY DENTAL OAKLAND CA,175.59,Health
T01069,2023-02-22,CHEVRON 823,84.93,Gas
T00070,2023-04-22,DUNKIN #244 DENVER CO,8.08,Coffee
T00985,2023-04-18,TXU ENERGY PAYMENT,233.92,Utilities
T00697,2023-04-03,CIRCLE K # 48466,41.53,Gas
T00664,2023-02-14,STEAMGAMES.COM 00 WA,55.92,Entertainment
T00012,2023-03-20,CITY OF DALLAS WATER UT,271.8,Utilities
T00427,2023-03-19,KROGER 512 MIAMI FL,99.69,Groceries
T00142,2023-06-10,DOORDASH*MCDONALDS,52.01,Restaurants
T01863,2023-10-28,WALMART SUPERCENTER #436,257.97,Shopping
T01779,2023-09-08,CIRCLE K # 08  ,57.25,Gas
T00668,2023-05-26,grubhub*thai basil chicago il,102.16,Restaurants
T01637,2023-01-11,NETFLIX.COM 17,20.32,Entertainment
T00238,2023-01-20,MTA*NYCT PAYGO PHX AZ,48.54,Transport
T01694,2023-04-28,SQ *TAQUERIA EL SOL SEATTLE WA,94.92,Restaurants
T01809,2023-05-14,SQ *THE BOOK NOOK DALLAS TX  ,294.11,Shopping
T01692,2023-11-30,GRUBHUB*THAI BASIL SEATTLE WA,62.26,Restaurants
T01797,2023-05-20,RITE AID #9729 NY NY,118.47,Health
T01317,2023-06-22,CVS/PHARMACY #0512 OAKLAND CA,198.62,Health
T00269,2023-05-14,GRUBHUB*THAI BASIL DENVER CO,57.99,Restaurants
T00485,2023-10-22,UBER *TRIP DALLAS TX,37.16,Transport
T00149,2023-11-21,UBER *TRIP PHX AZ,6.38,Transport
T00476,2023-02-07,PARKING METER #99 DENVER CO,36.66,Transport
T01799,2023-02-20,TRADER JOE'S #864,46.42,Groceries
T01326,2023-10-24,STARBUCKS STORE 83,10.75,Coffee
T01201,2023-08-29,ATT*BILL PAYMENT 795,88.78,Utilities
T00471,2023-06-10,ETSY.COM - SELLER48,468.59,Shopping
T01310,2023-07-02,POS DEBIT H-E-B #09,159.58,Groceries
T00763,2023-07-27,LYFT *RIDE THU 4PM,59.99,Transport
T00629,2023-08-31,POS DEBIT H-E-B #17575,94.43,Groceries
T01642,2023-06-06,SQ *THE BOOK NOOK DALLAS TX  ,120.72,Shopping
T00320,2023-07-07,SQ *CITY DENTAL CHICAGO IL,215.82,Health
T00088,2023-11-02,76 - 1395 AUSTIN TX,54.13,Gas
T00081,2023-10-09,VERIZON WIRELESS 313,129.53,Utilities
T01808,2023-05-17,WHOLEFDS MKT 24 MIAMI FL,115.52,Groceries
T00013,2023-09-28,CIRCLE K # 78172,94.73,Gas
T01743,2023-11-29,POS DEBIT H-E-B #791,72.57,Groceries
T00279,2023-04-26,BEST BUY #47 DENVER CO,475.39,Shopping
T00053,2023-12-02,BEST BUY #38 NY NY,281.75,Shopping
T00681,2023-04-16,STARBUCKS STORE 463,7.02,Coffee
T01900,2023-09-22,SQ *BLUE BOTTLE 4024 SEATTLE WA,3.8,Coffee
T01420,2023-08-13,TRADER JOE'S #5018,169.17,Groceries
T01664,2023-05-23,TST* OLIVE & VINE CHICAGO IL,121.29,Restaurants
T00170,2023-12-06,EXXONMOBIL 74 SEATTLE WA,70.92,Gas
T00244,2023-06-18,AMC ONLINE #006,69.32,Entertainment
T01259,2023-07-04,EXXONMOBIL 4050 PHX AZ,93.13,Gas
T00624,2023-03-12,SQ *THE COMEDY CLUB PHX AZ,73.21,Entertainment
T00264,2023-08-02,SPOTIFY USA 307,53.24,Entertainment
T01029,2023-05-26,SQ *THE BOOK NOOK CHICAGO IL,152.36,Shopping
T00365,2023-06-05,DOORDASH*MCDONALDS,115.37,Restaurants
T00590,2023-08-01,STARBUCKS STORE 10480,9.69,Coffee
T01257,2023-09-23,AMC ONLINE #7516,34.03,Entertainment
T01724,2023-12-12,SQ *THE BOOK NOOK AUSTIN TX  ,68.6,Shopping
T01460,2023-06-21,STEAMGAMES.COM 7363 WA,6.28,Entertainment
T01614,2023-03-20,SQ *LOCAL GROUNDS SEATTLE WA  ,3.13,Coffee
T01960,2023-02-17,SPOTIFY  USA 53955,7.63,Entertainment
T01776,2023-01-30,TST* PHILZ COFFEE BOSTON MA,7.51,Coffee
T01632,2023-01-28,RITE  AID #86 AUSTIN TX,12.17,Health
T00745,2023-09-03,ATT*BILL PAYMENT 367,59.95,Utilities
T00865,2023-07-24,sq *city dental chicago il,251.26,Health
T01205,2023-01-27,76 - 31697 NY NY,52.53,Gas
T01927,2023-01-14,AMZN MKTP US*3700 AMZN.COM/BILL WA,169.87,Shopping
T00696,2023-10-30,76 - 4509 OAKLAND CA,67.27,Gas
T01295,2023-10-20,DART RAIL BOSTON MA,54.44,Transport
T01109,2023-09-11,STARBUCKS  STORE 971,7.4,Coffee
T01886,2023-01-11,DOORDASH*MCDONALDS,89.6,Restaurants
T01371,2023-05-08,VERIZON WIRELESS 297,94.29,Utilities
T01830,2023-03-25,TARGET 4212 DALLAS TX,104.33,Shopping
T01518,2023-04-12,KROGER 56 MIAMI FL  ,104.9,Groceries
T00691,2023-08-30,TRADER JOE'S #7617,33.13,Groceries
T01045,2023-07-12,TST* PHILZ COFFEE AUSTIN TX,10.13,Coffee
T00692,2023-09-20,POS DEBIT H-E-B #0864,111.12,Groceries
T01447,2023-05-22,TST* PHILZ COFFEE CHICAGO IL,10.0,Coffee
T01010,2023-06-22,CHIPOTLE 204 OAKLAND CA,138.63,Restaurants
T00284,2023-10-04,ONCOR ELECTRIC DELIVERY,142.02,Utilities
T00344,2023-05-15,PARKING METER #781 AUSTIN TX  ,6.25,Transport
T01767,2023-07-19,DOORDASH*MCDONALDS,114.41,Restaurants
T00612,2023-05-28,LYFT *RIDE THU 4PM,60.38,Transport
T00573,2023-07-15,TST* PHILZ COFFEE DALLAS TX,10.57,Coffee
T00906,2023-10-25,KROGER 9378 DENVER CO,63.4,Groceries
T01104,2023-08-09,WALMART SUPERCENTER #00,12.18,Shopping
T00922,2023-01-10,WALGREENS #65881,142.96,Health
T01545,2023-03-19,EXXONMOBIL 102 PHX AZ,90.15,Gas
T01945,2023-03-02,TXU ENERGY PAYMENT,144.45,Utilities
